,鄉鎮市區,交易標的,土地位置建物門牌,土地移轉總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價元,單價元平方公尺,車位類別,車位移轉總面積(平方公尺),車位總價元,備註,編號,主建物面積,附屬建物面積,陽台面積,電梯,移轉編號
7841,中壢區,房地(土地+建物),桃園市中壢區龍慈路５９號五樓,16.27,住,,,1080712,土地1建物1車位0,五層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1110112,95.11,2,2,1,有,有,6820000,71706,,0.0,0,預售屋、或土地及建物分件登記案件；,RPWTMLQKLHHGFBH56DA,57.63,0.0,5.79,有,
7842,中壢區,房地(土地+建物)+車位,桃園市中壢區龍慈路８９號八樓,27.64,住,,,1071219,土地1建物1車位1,八層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1110112,161.62,3,2,2,有,有,11078000,72022,坡道平面,26.98,1381000,預售屋、或土地及建物分件登記案件；,RPXTMLQKLHHGFBH66DA,77.54,0.0,12.24,有,
7843,中壢區,房地(土地+建物)+車位,桃園市中壢區龍慈路７７號十三樓,20.69,住,,,1110126,土地1建物1車位1,十三層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1110112,121.0,2,2,1,有,有,8183000,72346,坡道平面,26.98,1381000,預售屋、或土地及建物分件登記案件；,RPOUMLQKLHHGFBH48DA,55.46,0.0,7.23,有,
7844,中壢區,房地(土地+建物)+車位,桃園市中壢區龍慈路５９號六樓,20.89,住,,,1101210,土地1建物1車位1,六層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1110112,122.09,2,2,1,有,有,8307000,71706,坡道平面,26.98,1487000,預售屋、或土地及建物分件登記案件；,RPPUMLQKLHHGFBH58DA,57.63,0.0,5.79,有,
7845,中壢區,房地(土地+建物)+車位,桃園市中壢區龍慈路６５號五樓,20.72,住,,,1080317,土地1建物1車位1,五層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1110112,121.15,2,2,1,有,有,8139000,71764,坡道平面,26.98,1381000,預售屋、或土地及建物分件登記案件；,RPQUMLQKLHHGFBH68DA,55.56,0.0,7.23,有,
7846,中壢區,房地(土地+建物),桃園市中壢區龍慈路６１號五樓,15.81,住,,,1081017,土地1建物1車位0,五層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1110112,92.4,2,2,1,有,有,6626000,71710,,0.0,0,預售屋、或土地及建物分件登記案件；,RPUQMLQKLHHGFBH68DA,57.86,0.0,3.75,有,
7847,中壢區,房地(土地+建物)+車位,桃園市中壢區龍慈路８５號十四樓,20.71,住,,,1101015,土地1建物1車位1,十四層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1110112,121.1,2,2,1,有,有,8298000,72365,坡道平面,26.98,1487000,預售屋、或土地及建物分件登記案件；,RPVQMLQKLHHGFBH78DA,55.53,0.0,7.23,有,
7848,中壢區,房地(土地+建物)+車位,桃園市中壢區龍慈路７３號六樓,26.38,住,,,1071130,土地1建物1車位1,六層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1110112,154.22,3,2,2,有,有,10612000,71715,坡道平面,26.98,1487000,預售屋、或土地及建物分件登記案件；,RPWQMLQKLHHGFBH88DA,76.89,0.0,7.95,有,
7849,中壢區,房地(土地+建物)+車位,桃園市中壢區龍慈路５９號十樓,20.89,住,,,1080609,土地1建物1車位1,十層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1110112,122.09,2,2,1,有,有,8236000,72074,坡道平面,26.98,1381000,預售屋、或土地及建物分件登記案件；,RPORMLQKLHHGFBH18DA,57.63,0.0,5.79,有,
7850,中壢區,房地(土地+建物),桃園市中壢區龍慈路６９號五樓,16.1,住,,,1101227,土地1建物1車位0,五層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1110112,94.12,2,2,1,有,有,6749000,71706,,0.0,0,預售屋、或土地及建物分件登記案件；,RPQRMLQKLHHGFBH38DA,55.53,0.0,7.23,有,
7851,中壢區,房地(土地+建物)+車位,桃園市中壢區龍慈路７７號六樓,20.69,住,,,1071123,土地1建物1車位1,六層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1110112,121.0,2,2,1,有,有,8121000,71687,坡道平面,26.98,1381000,預售屋、或土地及建物分件登記案件；,RPQQMLQKLHHGFBH28DA,55.46,0.0,7.23,有,
7853,中壢區,房地(土地+建物),桃園市中壢區龍慈路５７號十一樓,18.64,住,,,1071123,土地1建物1車位0,十一層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1110112,108.97,2,2,2,有,有,7849000,72029,,0.0,0,預售屋、或土地及建物分件登記案件；,RPSPMLQKLHHGFBH38DA,64.02,0.0,8.64,有,
7861,中壢區,房地(土地+建物)+車位,桃園市中壢區龍慈路９１號十樓,20.72,住,,,1080610,土地1建物1車位1,十層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1110112,121.15,2,2,1,有,有,8271000,72040,坡道平面,26.98,1487000,預售屋、或土地及建物分件登記案件；,RPVOMLMLLHHGFBH28DA,55.56,0.0,7.23,有,
7862,中壢區,房地(土地+建物)+車位,桃園市中壢區龍慈路５１號十三樓,20.79,住,,,1080510,土地1建物1車位1,十三層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1110112,121.53,2,2,1,有,有,8218000,72311,坡道平面,26.98,1381000,預售屋、或土地及建物分件登記案件；,RPWOMLMLLHHGFBH38DA,55.82,0.0,7.23,有,
7864,中壢區,房地(土地+建物),桃園市中壢區龍慈路９３號七樓,15.71,住,,,1071201,土地1建物1車位0,七層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1110112,91.78999999999999,2,2,2,有,有,6582000,71707,,0.0,0,預售屋、或土地及建物分件登記案件；,RPVRMLSKLHHGFBH09DA,54.2,0.0,7.01,有,
7865,中壢區,房地(土地+建物)+車位,桃園市中壢區龍慈路５７號七樓,23.26,住,,,1110108,土地1建物1車位1,七層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1110112,135.95999999999998,2,2,2,有,有,9301000,71701,坡道平面,26.98,1487000,預售屋、或土地及建物分件登記案件；,RPQTMLSKLHHGFBH78DA,64.02,0.0,8.64,有,
7866,中壢區,房地(土地+建物),桃園市中壢區龍慈路６３號二樓,15.14,住,,,1080525,土地1建物1車位0,二層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1110112,88.53999999999999,2,2,1,有,有,6327000,71459,,0.0,0,預售屋、或土地及建物分件登記案件；,RPQNMLKLLHHGFBH47DA,55.46,0.0,3.58,有,
7867,中壢區,房地(土地+建物),桃園市中壢區龍慈路６１號八樓,15.81,住,,,1080812,土地1建物1車位0,八層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1110112,92.4,2,2,1,有,有,6652000,71991,,0.0,0,預售屋、或土地及建物分件登記案件；,RPRNMLKLLHHGFBH57DA,57.86,0.0,3.75,有,
7868,中壢區,房地(土地+建物)+車位,桃園市中壢區龍慈路６７號十樓,28.83,住,,,1100814,土地1建物1車位1,十層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1110112,168.41,3,2,2,有,有,10744000,71990,坡道平面,41.17,1584000,預售屋、或土地及建物分件登記案件；,RPTNMLKLLHHGFBH77DA,76.89,0.0,7.95,有,
7870,中壢區,房地(土地+建物)+車位,桃園市中壢區龍慈路６９號十三樓,20.71,住,,,1091210,土地1建物1車位1,十三層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1110112,121.1,2,2,1,有,有,8192000,72365,坡道平面,26.98,1381000,預售屋、或土地及建物分件登記案件；,RPTNMLTKLHHGFBH58DA,55.53,0.0,7.23,有,
7871,中壢區,房地(土地+建物)+車位,桃園市中壢區龍慈路７１號二樓,20.71,住,,,1080104,土地1建物1車位1,二層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1110112,121.1,2,2,1,有,有,8104000,71430,坡道平面,26.98,1381000,預售屋、或土地及建物分件登記案件；,RPUNMLTKLHHGFBH68DA,55.53,0.0,7.23,有,
7872,中壢區,房地(土地+建物),桃園市中壢區龍慈路９３號十四樓,15.71,住,,,1071210,土地1建物1車位0,十四層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1110112,91.78999999999999,2,2,2,有,有,6635000,72285,,0.0,0,預售屋、或土地及建物分件登記案件；,RPVNMLTKLHHGFBH78DA,54.2,0.0,7.01,有,
7873,中壢區,房地(土地+建物),桃園市中壢區龍慈路５１號五樓,16.18,住,,,1080601,土地1建物1車位0,五層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1110112,94.55,2,2,1,有,有,6784000,71750,,0.0,0,預售屋、或土地及建物分件登記案件；,RPWNMLTKLHHGFBH88DA,55.82,0.0,7.23,有,
7874,中壢區,房地(土地+建物)+車位,桃園市中壢區龍慈路５３號六樓,20.89,住,,,1080615,土地1建物1車位1,六層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1110112,122.09,2,2,1,有,有,8307000,71706,坡道平面,26.98,1487000,預售屋、或土地及建物分件登記案件；,RPXNMLTKLHHGFBH98DA,57.63,0.0,5.79,有,
7875,中壢區,房地(土地+建物)+車位,桃園市中壢區龍慈路５９號十二樓,20.89,住,,,1080501,土地1建物1車位1,十二層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1110112,122.09,2,2,1,有,有,8262000,72348,坡道平面,26.98,1381000,預售屋、或土地及建物分件登記案件；,RPPOMLTKLHHGFBH28DA,57.63,0.0,5.79,有,
7876,中壢區,房地(土地+建物)+車位,桃園市中壢區龍慈路６３號三樓,20.69,住,,,1071203,土地1建物1車位1,三層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1110112,121.0,2,2,1,有,有,8095000,71410,坡道平面,26.98,1381000,預售屋、或土地及建物分件登記案件；,RPQOMLTKLHHGFBH38DA,55.46,0.0,7.23,有,
7877,中壢區,房地(土地+建物),桃園市中壢區龍慈路５３號十樓,16.27,住,,,1080609,土地1建物1車位0,十層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1110112,95.11,2,2,1,有,有,6855000,72074,,0.0,0,預售屋、或土地及建物分件登記案件；,RPROMLTKLHHGFBH48DA,57.63,0.0,5.79,有,
7878,中壢區,房地(土地+建物)+車位,桃園市中壢區龍慈路６９號十四樓,20.71,住,,,1080317,土地1建物1車位1,十四層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1110112,121.1,2,2,1,有,無,8298000,72365,坡道平面,26.98,1487000,預售屋、或土地及建物分件登記案件；,RPSOMLTKLHHGFBH58DA,55.53,0.0,7.23,有,
7879,中壢區,房地(土地+建物)+車位,桃園市中壢區龍慈路５１號六樓,20.79,住,,,1090729,土地1建物1車位1,六層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1110112,121.53,2,2,1,有,有,8271000,71750,坡道平面,26.98,1487000,預售屋、或土地及建物分件登記案件；,RPTOMLTKLHHGFBH68DA,55.82,0.0,7.23,有,
7880,中壢區,房地(土地+建物)+車位,桃園市中壢區龍慈路７３號二樓,26.28,住,,,1090722,土地1建物1車位1,二層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1110112,153.64999999999998,3,2,2,有,有,10533000,71414,坡道平面,26.98,1487000,預售屋、或土地及建物分件登記案件；,RPUOMLTKLHHGFBH78DA,76.89,0.0,7.57,有,
7881,中壢區,房地(土地+建物)+車位,桃園市中壢區龍慈路５７號九樓,23.26,住,,,1071203,土地1建物1車位1,九層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1110112,135.95999999999998,2,2,2,有,有,9230000,72022,坡道平面,26.98,1381000,預售屋、或土地及建物分件登記案件；,RPVOMLTKLHHGFBH88DA,64.02,0.0,8.64,有,
7882,中壢區,房地(土地+建物)+車位,桃園市中壢區龍慈路７１號七樓,20.38,住,,,1101231,土地1建物1車位1,七層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1110112,118.97999999999999,2,2,1,有,有,8033000,71706,坡道平面,24.86,1284000,預售屋、或土地及建物分件登記案件；,RPXOMLSKLHHGFBH98DA,55.53,0.0,7.23,有,
7883,中壢區,房地(土地+建物)+車位,桃園市中壢區龍慈路７３號五樓,26.38,住,,,1071203,土地1建物1車位1,五層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1110112,154.22,3,2,2,有,有,10506000,71715,坡道平面,26.98,1381000,預售屋、或土地及建物分件登記案件；,RPUOMLSKLHHGFBH68DA,76.89,0.0,7.95,有,
7884,中壢區,房地(土地+建物),桃園市中壢區龍慈路７７號二樓,15.14,住,,,1090317,土地1建物1車位0,二層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1110112,88.53999999999999,2,2,1,有,有,6327000,71459,,0.0,0,,RPSOMLSKLHHGFBH48DA,55.46,0.0,3.58,有,
7888,中壢區,房地(土地+建物)+車位,桃園市中壢區龍慈路８５號十一樓,20.71,住,,,1080318,土地1建物1車位1,十一層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1110112,121.1,2,2,1,有,有,8157000,71993,坡道平面,26.98,1381000,預售屋、或土地及建物分件登記案件；,RPRPMLSKLHHGFBH48DA,55.53,0.0,7.23,有,
7889,中壢區,房地(土地+建物)+車位,桃園市中壢區龍慈路５３號十二樓,20.89,住,,,1080425,土地1建物1車位1,十二層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1110112,122.09,2,2,1,有,有,8262000,72348,坡道平面,26.98,1381000,預售屋、或土地及建物分件登記案件；,RPWQMLSKLHHGFBH09DA,57.63,0.0,5.79,有,
7891,中壢區,房地(土地+建物),桃園市中壢區龍慈路５９號二樓,16.19,住,,,1090329,土地1建物1車位0,二層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1110112,94.64,2,2,1,有,有,6758000,71407,,0.0,0,預售屋、或土地及建物分件登記案件；,RPSQMLSKLHHGFBH68DA,57.63,0.0,5.48,有,
7892,中壢區,房地(土地+建物)+車位,桃園市中壢區龍慈路６５號十二樓,20.72,住,,,1080527,土地1建物1車位1,十二層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1110112,121.15,2,2,1,有,有,8298000,72327,坡道平面,26.98,1487000,預售屋、或土地及建物分件登記案件；,RPRSMLSKLHHGFBH78DA,55.56,0.0,7.23,有,
7893,中壢區,房地(土地+建物),桃園市中壢區慈惠三街１２１號十五樓之３,12.54,住,,,1110222,土地1建物1車位0,十五層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0830607,82.00999999999999,2,2,1,有,有,6500000,79259,,0.0,0,,RPTSMLSKLHHGFBH98DA,53.19,0.8,7.24,有,298.0
7894,中壢區,房地(土地+建物)+車位,桃園市中壢區龍慈路８７號十五樓,20.71,住,,,1080513,土地1建物1車位1,十五層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1110112,121.1,2,2,1,有,有,8324000,72641,坡道平面,26.98,1487000,預售屋、或土地及建物分件登記案件；,RPXSMLSKLHHGFBH76DA,55.53,0.0,7.23,有,
7895,中壢區,房地(土地+建物)+車位,桃園市中壢區龍慈路８１號六樓,20.39,住,,,1090904,土地1建物1車位1,六層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1110112,119.03,2,2,1,有,有,8139000,71764,坡道平面,24.86,1381000,預售屋、或土地及建物分件登記案件；,RPOTMLSKLHHGFBH58DA,55.56,0.0,7.23,有,
7896,中壢區,房地(土地+建物),桃園市中壢區龍慈路８３號七樓,23.03,住,,,1071203,土地1建物1車位0,七層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1110112,134.64,3,2,2,有,有,9653000,71695,,0.0,0,預售屋、或土地及建物分件登記案件；,RPXRMLSKLHHGFBH66DA,77.54,0.0,12.24,有,
7897,中壢區,房地(土地+建物),桃園市中壢區龍慈路８１號十二樓,16.11,住,,,1080131,土地1建物1車位0,十二層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1110112,94.17,2,2,1,有,有,6811000,72327,,0.0,0,預售屋、或土地及建物分件登記案件；,RPOSMLSKLHHGFBH48DA,55.56,0.0,7.23,有,
7898,中壢區,房地(土地+建物)+車位,桃園市中壢區龍慈路６３號七樓,20.69,住,,,1080306,土地1建物1車位1,七層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1110112,121.0,2,2,1,有,有,8227000,71687,坡道平面,26.98,1487000,預售屋、或土地及建物分件登記案件；,RPSRMLSKLHHGFBH78DA,55.46,0.0,7.23,有,
7899,中壢區,房地(土地+建物),桃園市中壢區龍慈路５３號五樓,16.27,住,,,1080811,土地1建物1車位0,五層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1110112,95.11,2,2,1,有,有,6820000,71706,,0.0,0,預售屋、或土地及建物分件登記案件；,RPORMLSKLHHGFBH38DA,57.63,0.0,5.79,有,
7900,中壢區,房地(土地+建物)+車位,桃園市中壢區龍慈路９１號六樓,20.72,住,,,1080623,土地1建物1車位1,六層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1110112,121.15,2,2,1,有,有,8245000,71764,坡道平面,26.98,1487000,預售屋、或土地及建物分件登記案件；,RPSTMLSKLHHGFBH98DA,55.56,0.0,7.23,有,
7901,中壢區,房地(土地+建物)+車位,桃園市中壢區龍慈路６７號二樓,25.95,住,,,1101205,土地1建物1車位1,二層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1110112,151.52999999999997,3,2,2,有,有,10330000,71414,坡道平面,24.86,1284000,預售屋、或土地及建物分件登記案件；,RPTTMLSKLHHGFBH09DA,76.89,0.0,7.57,有,
7902,中壢區,房地(土地+建物)+車位,桃園市中壢區龍慈路６７號十三樓,26.38,住,,,1080610,土地1建物1車位1,十三層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1110112,154.22,3,2,2,有,有,10585000,72336,坡道平面,26.98,1381000,預售屋、或土地及建物分件登記案件；,RPVTMLSKLHHGFBH66DA,76.89,0.0,7.95,有,
7903,中壢區,房地(土地+建物),桃園市中壢區龍慈路５５號三樓,18.64,住,,,1080520,土地1建物1車位0,三層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1110112,108.97,2,2,2,有,無,7779000,71387,,0.0,0,預售屋、或土地及建物分件登記案件；,RPWTMLSKLHHGFBH76DA,64.02,0.0,8.64,有,
7904,中壢區,房地(土地+建物),桃園市中壢區龍慈路９３號六樓,15.71,住,,,1071201,土地1建物1車位0,六層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1110112,91.78999999999999,2,2,2,有,有,6582000,71707,,0.0,0,預售屋、或土地及建物分件登記案件；,RPXTMLSKLHHGFBH86DA,54.2,0.0,7.01,有,
7905,中壢區,房地(土地+建物)+車位,桃園市中壢區龍慈路７３號十樓,26.38,住,,,1080331,土地1建物1車位1,十層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1110112,154.22,3,2,2,有,有,10647000,71990,坡道平面,26.98,1487000,預售屋、或土地及建物分件登記案件；,RPOUMLSKLHHGFBH68DA,76.89,0.0,7.95,有,
